id,id_artifact,id_object,filename,article,url,id_related_image,caption1,caption2,caption3,caption4,caption5
21241,4,108,4-108-012.jpg,PHOTO: Serunya Saling Pukul dalam Perang Bantal di Festival Kalimalang,https://www.liputan6.com/tag/gebuk-bantal,,Dua orang pria sedang bermain gebuk bantal,Dua orang pria sedang bermain gebuk bantal di atas batang bambu,beberapa pria menonton dua orang pria yang sedang bermain gebuk bantal,Dua orang pria sedang bermain gebuk bantal di atas kolam,Dua orang pria sedang bermain gebuk bantal sore hari
21471,4,109,4-109-048.jpg,This video is unavailable. This video is unavailable. Lucu banget balita lucu. Gambar lucu lomba makan kerupuk. Bahkan di beberapa tempat kerupuk yang digunakan untuk perlombaan ini berukuran jumbo. Uniknya jika anda selaku panitia hanya memiliki waktu yang singkat lomba makan kerupuk bisa juga digabung dengan lomba balap karung. Tayangan ini hanya hiburan semata. Kopat kapit animation 33907 views. Bule lomba makan kerupuk saat merayakan kemerdekaan indonesia bule makan kerupuk bule lomba makan kerupuk bule makan kerupuk kulit mohon dukungannya untuk like sharesubscribe untuk membangun. Lomba makan kerupuk versi hantu i kartun lucu i animasi lucu i kopat kapit duration.,https://richagambar.blogspot.com/2021/01/25-gambar-lucu-lomba-makan-kerupuk.html,,Seorang anak laki-laki sedang berlomba makan kerupuk,Seorang anak laki-laki sedang berlomba makan kerupuk di siang hari,Seorang anak laki-laki berbaju coklat sedang berlomba makan kerupuk,Seorang anak laki-laki berkulit coklat sedang berlomba makan kerupuk,Seorang anak laki-laki berambut pendek sedang berlomba makan kerupuk
21719,4,110,4-110-105.jpg,"Advertisement Indonesia declared its independence from the Netherlands on August 17, 1945 in one of the first acts of post-war decolonisation. The colourful independence celebrations draw upon the many traditions of Indonesian culture, including bizarre tests of agility and strength. During World War II Indonesia had been invaded by Japan and following their surrender Indonesian nationalists declared independence. Initially, the Dutch resisted the nationalists, holding onto the country they called The Dutch East Indies. The Dutch tried to resist the independence movement, eventually accepting defeat after four years following pressure from the United Nations. One of the most bizarre parts of the Indonesian independence celebrations is the Panjat Pinang competition where men clamber up greased poles The Panjat Pinang game was introduced to Indonesia by the Dutch colonists, who placed prizes at the top of the pole during special occasions for entertainment Because the poles are covered in grease or oil, one man is unable to clamber up unaided as they are unable to grip and climb at the same time As a result, the men form teams where they help each other on the understanding that they split the goodies from the top of the pole equally In an amazing feat of strength, one man grapples with the base of the pole while his friends use him as a ladder to get to the goodies from the top This man is guiding down a brand new bicycle which has been lowered from the top of the pole by a team mate who managed to scramble to the top In some cases, two or three men will stand on each other's shoulders as they defy the laws of gravity in a bid to unhook the prizes from the top of the pole As well as bicycles, which are generally the top prize, other gifts include electronic goods, and even food Women and children look on from the ground and cheer on their friends and relatives as they try and dislodge the goodies from the top of the pole The men have to co-operate with each other to work their way up the pole, here one of the men wraps his arms and legs to anchor himself, allowing his friend to climb One of the biggest celebrations is in the Indonesian capital of Jakarta, which also features a flypast by members of the Indonesian airforce Here one man stands on his friend's head, while on the right a man tries to climb over his friend who is gripping on half-way up the pole In a remarkable display of dexterity, this man uses his feet to lower this full-size adult's bicycle from the top of the pole so it won't be damaged The poles are nut trees which are chopped down in advance of the celebration and loaded with gifts and secured upright The independence celebration is a major day out for Indonesian families who decorate buildings and homes in the red and white national colours The Panjat Pinang competition is designed to teach young people the importance of working together for the common good But some Indonesians believe that because the tradition was introduced by the Dutch colonists it should be banned as it is demeaning A more recent objection concerns the large number of nut trees which are chopped down in advance of the celebration The Dutch colonists introduced the tradition in the 1700s for their own amusement where they would place trinkets at the top of the greased poles Unsurprisingly, the strongest man is positioned at the bottom of the human pyramid while the lightest, most agile climber makes his way to the top For those Indonesians who are unable to clamber to the top of a greased pole, another competition involved competitors eating crackers Women are not allowed to participate in the pole climbing competition, but they are allowed to take part in a special sack race which is also very popular Other competitions involve a marble and spoon race, where participants grip a metal spoon with their teeth and walk while balancing a marble",https://www.dailymail.co.uk/news/article-2729205/Climbing-greasy-pole-Jakarta-style-Bizarre-celebration-rituals-make-69th-anniversary-independence-Dutch-colonial-rule.html,,Dua orang sedang bermain panjat pinang,Dua orang sedang bermain panjat pinang pada siang hari,Dua orang sedang bermain panjat pinang dengan semangat,Dua orang laki-laki sedang bermain panjat pinang,Dua orang sedang bermain panjat pinang meraih hadiah
21868,4,111,4-111-062.jpg,"Ekspresi sejumlah wanita saat mengikuti lomba tarik tambang untuk memperingati HUT RI ke-75 di kawasan Pondok Cabe, Tangerang Selatan, Senin 17 Agustus 2020. Warga tampak sangat antusias mengikuti sejumlah perlombaan. TEMPO/Nurdiansah TEMPO.CO, Tangerang-SMA Negeri 3 Kabupaten Tangerang menggelar berbagai perlombaan ala HUT RI 17 Agustus secara online dalam memeriahkan peringatan Hari Kemerdekaan Republik indonesia ke 76 tahun 2021. ""Salah satunya adalah tarik tambang online,"" ujar Kepala Sekolah SMA Negeri 3 Kabupaten Tangerang, Dedi Hidayat kepada TEMPO, Senin 16 Agustus 2021. Dedi mengatakan, ide perlombaan 17 Agustus tarik tambang online ini muncul dari pengurus OSIS sekolah itu. ""Mereka menciptakan perlombaan 17 Agustus, tapi tetap menjaga protokol kesehatan,"" kata Dedi. Menurut Dedi, proposal lomba diajukan para siswa sepekan yang lalu. Adapun jadwal perlombaan digelar 10-20 Agustus 2021. Wakil Kepala Sekolah Bidang Kesiswaan SMA 3 Kabupaten Tangerang, Sujiman menjelaskan tidak hanya tarik tambang daring yang diselenggarakan. Lomba lain seperti cover lagu, kuis pengetahuan nusantara, foto kata dan opini kata. ""Semuanya dilakukan secar daring,"" kata dia. Menurut Sujiman, perlombaan ini hanya diperuntukkan untuk siswa SMA itu. "" Total siswa 1.451, lomba diikuti perwakilan siswa tiap kelas dan yang lain sebagai suporter like and komen di instagram,"" ujarnya. Aturan main tarik tambang online di HUT Kemerdekaan ke 76 ini peserta hanya perlu menggunakan fitur voting yang tepat berada di atas ilustrasi dua orang yang sedang melakukan tarik tambang. Aturannya, sisi yang mendapat vote lebih banyak maka dialah yang menang. JONIANSYAH HARDJONO Baca juga : 17 Agustus, Anies Baswedan: Hadapi Pandemi Covid-19 Mirip Lawan Kolonial",https://metro.tempo.co/read/1495458/hut-kemerdekaan-saat-pandemi-covid-19-sekolah-ini-gelar-tarik-tambang-virtual,,Ibu-ibu sedang bermain tarik tambang,Ibu-ibu sedang bermain tarik tambang dengan serius,Ibu-ibu sedang bermain tarik tambang sambil ditonton penduduk,Ibu-ibu sedang bermain tarik tambang dengan semangat,Ibu-ibu sedang bermain tarik tambang pada siang hari
20856,4,106,4-106-006.jpg,"Alunan musik keroncong menemani anak-anak yang sedang bergelut dengan permainan tradisional di area utama Taman Bungkul. Berbagai permainan seperti egrang dan bakiak tak luput dari rebutan anak-anak pada Kamis sore (28/7). Meskipun mengenakan kebaya lengkap dengan seweknya, namun hal ini tak membuat mereka nampak kesusahan. Justru anak-anak terlihat sangat lincah ketika kaki-kaki mungil mereka luwes bekerja sama mengitari area taman yang juga wisata religi Sunan Bungkul. Acara ini merupakan serangkaian dari event Bungkul Festival, yang mana merupakan festival penyambutan tamu PrepCom 3. Selain itu, acara ini juga bertujuan untuk memperkenalkan kembali permainan tradisional yang kini sudah mulai ditinggalkan. Suasana sore Taman Bungkul pun makin berwarna dengan canda tawa anak-anak yang berkejaran menggunakan egrang maupun bakiak. Tak kalah menarik, ada pula irama merdu yang berasal dari permainan musik Gema Satria. Grup keroncong yang sudah berdiri sejak tahun 1986 ini mengaku sangat senang bisa menemani pengunjung dengan sajian musik. “Sebenernya kita ini hobi, menghibur orang juga bagian dari kesenangan tersendiri,” ujar Drs. Djoko Susanto, ketua grup Gema Satria. Selain penampilan dari grup musik keroncong, festival yang digelar mulai jam 4 sore ini juga akan memanjakan telinga pengunjung dengan penampilan musik perkusi. naskah : hilda meilisa rinanda foto : haris dwi 32,900 total views, 2 views today Comments comments",https://www.indonesiaimages.net/bermain-bakiak-sambil-menimati-keroncong/,,Lima orang anak sedang bermain bakiak sambil ditonton warga,Anak-anak bermain bakiak di halaman sambil ditonton warga,Warga menonton anak-anak yang sedang bermain bakiak,Lima orang anak sedang berlatih permainan bakiak bersama,Anak-anak bermain bakiak dengan serius
20874,4,106,4-106-024.jpg,"Bakiak panjang atau yang sering disebut terompa galuak di Sumatera Barat adalah terompah deret dari papan bertali karet yang panjang. Sepasang bakiak minimal memiliki tiga pasang sandal atau dimainkan tiga anak. Bakiak sebenarnya permainan tradisional anak-anak di Sumatera Barat. Anak-anak dari Sumatera Barat yang dilahirkan hingga pertengahan tahun 1970-an, sering dan biasa memainkan bakiak atau terompah panjang ini. Bahkan, bakiak panjang ini menjadi salah satu mata acara permainan yang dilombakan dalam 17 Agustusan di tingkat kelurahan dan kecamatan. Sayangnya, permainan tradisional ini tidak lagi dikenal dan dimainkan oleh anak-anak jaman sekarang. Padahal permainan tradisional ini bermanfaat untuk melatih kekompakan, konsentrasi dan menyenangkan",https://mainantradisionalindonesia.wordpress.com/2016/09/02/permainan-bakiak/,,Lima orang anak bermain bakiak di halaman,Lima orang anak bermain bakiak dengan ceria,Lima orang anak bermain bakiak di bawah sinar matahari,Lima orang anak melangkah bersama saat bermain bakiak,Anak-anak bermain bakiak di rerumputan
21339,4,108,4-108-110.jpg,"JAKARTA, KOMPAS.com - Dalam rangka memperingati HUT Ke-74 Kemerdekaan RI, warga di saluran Kalimalang, Jakarta Timur, menggelar serangkaian kegiatan, Sabtu (17/8/2019).   Tradisi lomba, khususnya panjat pinang, di saluran Kalimalang masih menjadi area hiburan tahunan warga setiap kali perayaan HUT RI.   Tak hanya dari wilayah sekitar, warga dari berbagai penjuru Ibu Kota berbondong-bondong menyaksikan peserta lomba dari tepian sungai.   Pantauan Kompas.com, selain panjat pinang, sejumlah perlombaan lain juga berlangsung meriah dan diikuti semua kalangan, dari anak kecil hingga orang dewasa, seperti lomba pukul bantal dan adu cepat makan donat. DNO",https://foto.kompas.com/photo/read/2019/08/17/156604239586c/gebuk.bantal.dan.panjat.pinang.di.kalimalang.keriaan.legendaris.17.agustus,,Dua anak laki-laki sedang bermain gebuk bantal,Dua anak laki-laki sedang bermain gebuk bantal ditonton banyak warga,banyak warga yang menonton dua anak laki-laki yang sedang bermain gebuk bantal,Dua anak laki-laki sedang bermain gebuk bantal di atas sawah,Dua anak laki-laki sedang bermain gebuk bantal sore hari
20203,4,102,4-102-014.jpg,,https://www.tgrcampaign.com/read/97/permainan-tradisional-sederhana-itu-bernama-engklek,,Anak-anak sedang bermain engklek di halaman,Anak-anak sedang mengundi giliran bermain engklek,Siswa sekolah bermain engklek di tengah istirahat piknik,Empat orang anak bersiap memainkan engklek,Seorang anak memperhatikan temannya bermain engklek
22033,4,112,4-112-028.jpg,"Kelereng Sendok kapur untuk buat garis start dan finish pluit tentukan garis start dan garis pembatas peserta dibariskan digaris start beri sendok yang sudah ada kelerengnya peserta menggigit sendok senyaman mungkin dalam hitungan ke tiga atau pluit berbunyi, peserta berjalan cepat sambil menjaga keseimbangan menuju garis pembatas jika sudah mencapai garis pembatas, peserta putar balik menju garis start / awal tadi Nah, satu satu permainan kategori anak-anak yang sering kita adakan disetiap peringatan HUT RI baik itu di Sekolah maupun di kampung halaman yaitu lomba balap kelereng. Dalam perlombaan ini peserta dilatih untuk konsentrasi dan fokus agar kelereng yang ia bawa dengan sendok yang digigit tidak terjatuh ketanah.anak-anakpeserta dinyatakan menang apabila ia berhasil membawa kelereng diatas sendok tanpa terjatuh mencapai garis pembatas dan garis awal.by. Admin",http://perlombaan17an.blogspot.com/2016/07/lomba-balap-kelereng.html,,anak laki-laki sedang bermain balap kelereng,anak laki-laki sedang bermain balap kelereng dengan semangat,anak laki-laki sedang bermain balap kelereng dengan serius,anak laki-laki sedang bermain balap kelereng dengan hati-hati,anak laki-laki sedang bermain balap kelereng di siang hari
21578,4,109,4-109-155.jpg,"About Me Indonesian.Food Jakarta, Jakarta, Indonesia one that utilizes information technology as a means to communicate that produce intellectual profit View my complete profile Foods Menu",http://indonesiafoodie.blogspot.com/2010/12/kerupuk-udang.html,,Banyak anak kecil sedang berlomba makan kerupuk,Banyak anak kecil sedang berlomba makan kerupuk dengan meriah,Banyak anak kecil sedang berlomba makan kerupuk dengan semangat,Banyak anak kecil sedang berlomba makan kerupuk di siang hari,Banyak anak kecil sedang berlomba makan kerupuk di tempat teduh
